session_id,customer_id,device_type,traffic_source,session_start,pages_viewed,time_spent,purchase_made
S15109,C2046,tablet,social,2025-09-23 05:47:05,2,8,yes
S15110,C1863,desktop,direct,2025-07-17 18:26:31,3,23,yes
S15111,C3497,mobile,direct,2025-01-15 08:01:59,2,29,yes
S15112,C3180,desktop,social,2025-03-03 08:20:37,6,25,no
S15113,C1480,desktop,ads,2025-05-14 17:51:56,3,14,no
S15114,C2653,mobile,direct,2025-06-14 02:42:40,2,6,no
S15115,C1144,mobile,social,2025-08-20 14:07:55,6,17,no
S15116,C1582,mobile,social,2025-07-14 14:23:00,6,5,yes
S15117,C3512,desktop,social,2025-03-13 17:27:21,2,19,no
S15118,C1432,tablet,direct,2024-11-29 17:05:19,1,14,yes
S15119,C3646,mobile,social,2025-01-15 19:59:36,5,21,no
S15120,C1447,desktop,ads,2025-09-20 04:17:58,6,21,no
S15121,C1833,tablet,ads,2025-10-20 21:50:15,8,26,yes
S15122,C3545,mobile,search,2025-05-04 22:25:42,8,29,yes
S15123,C2550,desktop,social,2024-12-01 06:16:38,2,2,yes
S15124,C2991,mobile,search,2025-05-26 11:16:52,8,21,no
S15125,C2648,mobile,search,2025-07-23 23:44:13,8,6,yes
S15126,C2453,mobile,social,2025-03-21 22:45:02,4,14,no
S15127,C3875,mobile,direct,2025-03-13 09:48:31,1,6,yes
S15128,C3213,tablet,social,2025-03-12 01:51:53,5,26,no
S15129,C2234,desktop,social,2024-10-30 23:29:03,2,13,yes
S15130,C1546,tablet,direct,2025-06-28 19:48:32,6,17,yes
S15131,C1585,mobile,social,2025-04-29 04:01:28,7,11,yes
S15132,C3098,mobile,search,2025-05-10 13:08:49,7,2,no
S15133,C3137,desktop,direct,2025-01-31 02:15:21,2,24,no
S15134,C1976,mobile,social,2025-03-20 00:42:16,5,8,yes
S15135,C1626,desktop,direct,2025-09-16 04:02:10,4,8,no
S15136,C2454,mobile,social,2025-05-25 23:38:35,2,3,no
S15137,C1178,tablet,social,2025-02-23 23:43:45,5,24,no
S15138,C3352,tablet,social,2024-10-27 02:01:37,8,11,no
S15139,C3018,mobile,social,2025-06-14 20:51:07,5,11,no
S15140,C2401,mobile,ads,2025-02-22 11:03:10,4,15,yes
S15141,C2256,tablet,search,2025-08-10 14:38:25,5,4,no
S15142,C1585,mobile,search,2025-04-28 10:39:11,9,10,no
S15143,C1047,mobile,social,2025-08-17 05:14:05,9,18,no
S15144,C3532,mobile,search,2025-07-12 03:20:33,5,16,yes
S15145,C1067,mobile,search,2025-02-09 14:11:48,7,1,no
S15146,C1905,mobile,social,2025-09-06 08:35:36,1,11,no
S15147,C3199,mobile,social,2025-01-30 15:36:31,3,18,no
S15148,C2224,desktop,direct,2025-01-16 02:04:49,9,24,no
S15149,C2677,mobile,ads,2024-10-23 23:10:52,3,3,yes
S15150,C3104,mobile,ads,2025-01-04 10:01:14,6,4,no
S15151,C2266,mobile,direct,2025-02-17 02:13:18,5,25,yes
S15152,C1794,tablet,ads,2025-06-21 22:53:50,1,17,yes
S15153,C1551,mobile,social,2025-06-20 00:47:01,9,1,no
S15154,C3059,tablet,social,2024-12-06 14:35:47,2,4,yes
S15155,C2924,mobile,social,2025-09-26 21:32:45,6,24,no
S15156,C1094,mobile,social,2025-07-10 07:45:20,8,2,yes
S15157,C1571,mobile,social,2025-10-03 03:46:04,6,7,no
S15158,C2803,desktop,social,2025-05-07 23:23:58,2,3,no
S15159,C2468,mobile,search,2025-09-06 03:37:18,4,1,no
S15160,C1763,mobile,direct,2025-06-02 02:01:19,7,22,no
S15161,C3673,desktop,direct,2024-11-18 22:48:09,9,25,yes
S15162,C1796,mobile,direct,2025-10-15 18:14:16,5,1,no
S15163,C3583,mobile,direct,2025-09-09 06:49:33,8,12,no
S15164,C1957,desktop,search,2024-12-03 23:23:38,9,3,yes
S15165,C1630,mobile,social,2025-10-10 22:18:18,7,24,no
S15166,C3138,mobile,search,2025-04-25 21:35:35,3,14,no
S15167,C2457,mobile,social,2025-06-10 15:25:00,9,27,no
S15168,C3175,desktop,social,2025-04-27 01:51:04,2,14,yes
S15169,C1162,mobile,social,2024-12-24 00:30:31,6,6,yes
S15170,C2677,desktop,search,2024-11-08 05:22:02,1,13,no
S15171,C2933,mobile,social,2025-01-06 08:30:52,2,16,no
S15172,C2682,mobile,social,2025-05-11 13:27:06,4,4,yes
S15173,C1818,mobile,search,2025-09-09 12:40:25,4,9,no
S15174,C2505,mobile,ads,2025-07-21 16:28:23,2,5,no
S15175,C1448,mobile,search,2025-02-27 13:50:27,9,22,no
S15176,C1806,mobile,direct,2025-06-04 00:44:27,7,8,yes
S15177,C1404,mobile,search,2025-01-20 16:10:11,9,11,yes
S15178,C1023,desktop,ads,2025-02-02 12:49:52,4,7,no
S15179,C2658,tablet,social,2025-08-25 03:49:35,8,10,no
S15180,C2856,desktop,direct,2024-11-04 15:37:25,2,3,no
S15181,C2972,tablet,social,2024-11-23 09:59:43,2,16,yes
S15182,C3249,tablet,social,2025-09-11 16:17:40,1,5,no
S15183,C1795,mobile,direct,2025-03-11 11:07:59,5,7,yes
S15184,C2004,mobile,direct,2025-01-10 15:23:48,4,3,yes
S15185,C3471,tablet,direct,2025-03-23 05:36:56,7,18,no
S15186,C1411,desktop,social,2025-02-17 11:10:49,7,27,no
S15187,C2167,desktop,social,2024-11-24 06:28:25,3,13,no
S15188,C2594,desktop,social,2025-02-24 07:50:05,9,29,no
S15189,C2268,desktop,social,2025-02-12 01:20:19,6,10,yes
S15190,C1132,mobile,direct,2025-04-15 04:53:46,9,29,no
S15191,C2259,mobile,ads,2024-12-01 18:30:21,3,22,no
S15192,C2751,mobile,direct,2025-02-24 22:01:09,6,3,no
S15193,C1871,mobile,search,2025-09-07 10:06:26,6,26,no
S15194,C1470,desktop,search,2025-02-25 07:19:27,1,29,no
S15195,C2259,mobile,social,2025-01-07 13:52:08,3,12,no
S15196,C2082,mobile,social,2024-12-01 15:42:21,9,22,yes
S15197,C3859,mobile,search,2025-01-13 03:08:32,2,10,yes
S15198,C1555,mobile,direct,2025-07-31 02:27:56,5,4,yes
S15199,C3387,desktop,social,2024-12-27 09:32:59,2,27,no
S15200,C1483,desktop,search,2025-03-12 04:42:58,2,4,yes
S15201,C2602,desktop,search,2025-06-18 13:21:29,8,14,no
S15202,C3038,desktop,ads,2025-09-30 03:21:45,3,12,yes
S15203,C3901,desktop,social,2025-01-12 07:18:19,3,2,no
S15204,C2440,desktop,direct,2025-09-03 12:20:11,1,20,yes
S15205,C2856,mobile,social,2025-04-01 22:11:38,9,20,no
S15206,C1847,mobile,social,2025-04-23 19:37:06,1,18,yes
S15207,C1991,mobile,search,2025-07-30 16:17:54,4,20,yes
S15208,C3558,mobile,search,2025-09-14 12:27:09,1,13,no
S15209,C3898,desktop,search,2025-05-12 17:14:52,4,3,no
S15210,C2376,mobile,social,2024-11-27 19:57:00,3,1,yes
S15211,C3949,mobile,social,2025-01-21 12:01:49,4,3,no
S15212,C2376,tablet,social,2025-08-27 05:42:46,2,15,yes
S15213,C1188,mobile,search,2025-04-04 13:15:40,5,18,yes
S15214,C1655,mobile,direct,2025-04-12 17:42:39,8,27,no
S15215,C1013,mobile,search,2025-09-16 17:25:50,9,7,yes
S15216,C3461,mobile,social,2025-02-21 05:57:41,9,13,no
S15217,C1318,tablet,direct,2024-11-07 19:08:11,8,27,no
S15218,C3060,tablet,direct,2024-10-27 05:58:56,5,26,no
S15219,C1226,mobile,direct,2025-06-19 02:19:32,6,9,no
S15220,C1625,mobile,direct,2025-02-01 05:19:59,8,17,yes
S15221,C1881,desktop,social,2025-09-14 19:15:13,8,3,no
S15222,C1966,desktop,social,2024-12-18 03:30:06,9,26,no
S15223,C3487,mobile,direct,2025-07-18 18:00:25,2,22,yes
S15224,C2891,desktop,ads,2025-09-21 15:47:55,3,13,yes
S15225,C3047,tablet,search,2025-06-27 20:25:31,2,28,yes
S15226,C2575,mobile,social,2025-08-28 15:04:11,5,21,no
S15227,C1299,desktop,social,2024-12-02 09:15:07,5,3,yes
S15228,C1660,mobile,search,2025-02-08 02:32:11,9,24,no
S15229,C3223,desktop,social,2025-08-15 22:59:59,6,6,no
S15230,C3954,mobile,direct,2025-08-24 18:31:53,1,8,no
S15231,C1470,mobile,social,2024-11-23 20:29:54,2,22,yes
S15232,C1617,mobile,social,2024-11-03 16:20:14,3,8,no
S15233,C2761,mobile,search,2025-08-18 12:16:37,8,18,no
S15234,C3178,mobile,search,2025-03-07 10:31:55,3,6,yes
S15235,C3893,mobile,social,2024-12-28 21:06:32,1,5,no
S15236,C1572,desktop,direct,2025-04-16 08:27:01,9,13,no
S15237,C1923,desktop,social,2025-03-18 17:30:39,8,8,yes
S15238,C1123,tablet,social,2025-06-17 03:14:14,7,3,yes
S15239,C3171,desktop,social,2025-05-14 12:56:12,1,25,yes
S15240,C2764,mobile,search,2024-12-07 09:34:21,4,18,no
S15241,C2096,desktop,ads,2025-07-18 08:14:52,2,20,no
S15242,C1932,mobile,social,2025-06-07 19:41:26,8,14,no
S15243,C1521,mobile,direct,2025-05-12 09:45:21,8,17,yes
S15244,C1931,mobile,search,2025-04-22 15:57:19,4,19,no
S15245,C1397,desktop,search,2025-05-27 01:44:51,8,25,no
S15246,C2768,mobile,social,2024-11-13 08:53:22,3,24,no
S15247,C3490,desktop,social,2025-06-13 00:00:00,7,20,no
S15248,C1086,mobile,search,2025-08-01 11:44:02,3,9,no
S15249,C1431,mobile,search,2025-09-10 06:16:04,5,21,no
S15250,C2733,desktop,direct,2024-12-11 03:14:38,7,13,no
S15251,C2716,tablet,direct,2025-08-11 07:12:08,3,7,no
S15252,C3995,mobile,search,2025-04-24 15:44:03,7,7,yes
S15253,C2503,mobile,social,2024-10-23 15:01:05,2,6,yes
S15254,C1109,mobile,search,2025-02-03 12:34:57,2,1,yes
S15255,C1853,mobile,social,2025-03-10 04:57:41,8,1,no
S15256,C1716,desktop,search,2024-12-10 09:55:17,2,25,no
S15257,C1007,mobile,direct,2025-01-20 06:46:25,1,24,no
S15258,C3185,desktop,social,2025-09-14 01:31:03,4,27,no
S15259,C3594,mobile,social,2025-05-08 17:32:01,2,8,no
S15260,C1775,mobile,search,2025-05-13 14:17:48,2,18,no
S15261,C2333,mobile,search,2025-05-25 15:26:24,6,2,no
S15262,C2622,desktop,social,2025-09-18 15:02:48,9,12,no
S15263,C1392,mobile,direct,2025-08-14 21:08:58,3,16,no
S15264,C3117,mobile,social,2025-03-05 06:51:55,5,16,yes
S15265,C2683,mobile,search,2025-03-26 05:02:19,4,22,yes
S15266,C2298,mobile,ads,2024-12-23 05:37:50,7,17,yes
S15267,C3957,desktop,direct,2025-10-01 17:27:01,3,9,no
S15268,C2197,mobile,direct,2024-12-13 03:51:17,4,2,yes
S15269,C2252,mobile,social,2025-10-19 04:46:32,4,28,no
S15270,C3002,mobile,ads,2025-02-26 12:28:15,4,27,no
S15271,C3125,mobile,ads,2025-05-25 11:43:42,4,28,no
S15272,C1702,tablet,direct,2025-08-31 05:39:40,2,19,no
S15273,C2481,mobile,social,2025-10-10 13:06:02,3,3,yes
S15274,C2963,desktop,search,2025-08-31 08:24:01,4,15,yes
S15275,C2221,mobile,ads,2025-08-18 07:51:13,3,1,yes
S15276,C2810,mobile,search,2025-04-05 06:59:10,3,16,yes
S15277,C3696,mobile,social,2025-03-31 14:29:53,4,10,yes
S15278,C1791,mobile,search,2024-11-12 16:21:44,6,12,no
S15279,C1323,tablet,social,2025-02-24 00:27:49,3,14,no
S15280,C2687,desktop,direct,2025-09-21 13:42:25,1,15,no
S15281,C2007,mobile,search,2025-08-17 04:30:38,8,22,no
S15282,C3622,desktop,social,2025-06-04 15:33:44,8,8,no
S15283,C1612,mobile,social,2025-05-05 16:40:48,2,18,yes
S15284,C1125,mobile,search,2025-03-31 09:10:52,2,8,yes
S15285,C1704,mobile,search,2025-08-24 17:03:09,2,2,yes
S15286,C2847,mobile,social,2025-08-09 22:48:53,2,17,no
S15287,C1259,desktop,search,2025-04-13 16:34:22,9,21,yes
S15288,C2702,mobile,search,2025-05-18 07:22:24,3,20,yes
S15289,C3234,desktop,search,2025-04-10 17:56:20,6,13,no
S15290,C3673,mobile,search,2025-02-06 13:48:22,2,19,no
S15291,C1522,desktop,search,2025-02-13 23:56:37,8,9,no
S15292,C2384,tablet,social,2025-09-21 00:16:08,2,29,yes
S15293,C2418,mobile,search,2024-12-25 02:22:23,8,28,yes
S15294,C2390,mobile,search,2024-12-13 16:37:03,2,6,no
S15295,C2224,desktop,social,2025-04-30 08:43:47,6,21,no
S15296,C1556,mobile,direct,2025-07-22 05:40:00,1,6,no
S15297,C1328,mobile,social,2025-03-01 05:41:25,5,3,no
S15298,C3460,mobile,social,2025-05-07 03:48:32,4,7,no
S15299,C1482,desktop,direct,2025-03-01 00:02:58,8,21,yes
S15300,C2995,desktop,social,2025-08-04 17:05:47,5,5,no
S15301,C2067,mobile,social,2025-10-02 21:16:45,6,23,yes
S15302,C3174,mobile,social,2025-07-07 22:47:17,8,12,yes
S15303,C1448,mobile,social,2025-02-06 14:30:41,3,7,yes
S15304,C1838,desktop,social,2025-05-19 06:03:54,1,6,no
S15305,C2125,mobile,social,2025-06-23 12:35:46,1,9,yes
S15306,C1874,mobile,social,2025-03-01 21:01:45,9,3,no
S15307,C1456,desktop,search,2025-08-01 15:19:54,3,24,no
S15308,C3706,mobile,social,2025-06-06 11:52:25,3,24,yes
S15309,C1322,mobile,search,2025-04-02 21:19:04,8,15,no
S15310,C3365,tablet,social,2025-03-11 06:20:35,4,7,no
S15311,C2094,desktop,social,2025-08-26 09:11:43,5,2,no
S15312,C1230,mobile,direct,2025-09-22 15:25:30,7,6,no
S15313,C2680,mobile,direct,2025-02-21 06:01:37,6,11,no
S15314,C1538,desktop,social,2025-08-22 21:21:32,7,20,no
S15315,C3814,mobile,search,2025-07-24 18:56:44,5,9,no
S15316,C3201,mobile,search,2025-09-12 20:22:57,6,25,no
S15317,C1556,mobile,social,2025-06-16 07:56:05,9,20,no
S15318,C2683,desktop,social,2025-02-09 20:58:52,4,14,yes
S15319,C2464,desktop,social,2024-12-29 01:18:23,4,5,no
S15320,C1034,mobile,social,2025-05-03 23:35:31,6,8,no
S15321,C1161,desktop,direct,2024-12-10 01:43:41,5,8,yes
S15322,C1791,mobile,direct,2025-02-16 06:51:25,4,1,no
S15323,C2526,desktop,ads,2025-06-16 14:46:57,1,18,no
S15324,C1733,tablet,search,2025-10-09 14:40:26,3,9,no
S15325,C1787,desktop,social,2024-12-06 02:17:35,4,8,no
S15326,C1725,mobile,direct,2024-11-22 05:43:56,7,18,yes
S15327,C2827,mobile,search,2025-09-01 12:36:21,3,1,no
S15328,C3436,desktop,search,2025-07-17 05:13:50,7,29,no
S15329,C3565,mobile,direct,2025-04-05 06:34:17,5,24,no
S15330,C3788,mobile,search,2025-02-27 01:32:03,6,19,yes
S15331,C3896,desktop,social,2024-10-30 21:01:40,7,17,yes
S15332,C3067,mobile,search,2024-12-12 21:06:07,5,21,yes
S15333,C1917,desktop,social,2025-10-18 04:32:49,6,3,yes
S15334,C3272,tablet,search,2025-09-16 12:20:23,2,27,yes
S15335,C1140,desktop,social,2024-10-23 10:38:49,4,8,yes
S15336,C1945,desktop,social,2025-09-28 17:43:31,1,16,yes
S15337,C3174,desktop,search,2024-11-05 07:34:39,4,21,no
S15338,C3506,tablet,social,2024-11-06 15:56:45,7,12,no
S15339,C2358,mobile,ads,2024-12-20 13:49:04,2,18,no
S15340,C2628,tablet,social,2025-08-28 07:58:34,3,17,yes
S15341,C1959,desktop,search,2025-02-17 04:17:25,6,28,yes
S15342,C2174,mobile,ads,2025-03-14 16:18:27,5,17,no
S15343,C1995,desktop,direct,2025-06-26 05:46:20,7,24,no
S15344,C1892,mobile,direct,2025-01-18 04:06:05,5,7,no
S15345,C1673,desktop,social,2025-06-05 17:19:35,4,5,no
S15346,C3362,mobile,search,2025-06-29 09:58:08,3,3,no
S15347,C2574,desktop,search,2025-09-27 03:40:33,2,9,no
S15348,C3812,desktop,social,2025-01-19 03:33:14,3,3,no
S15349,C3116,mobile,search,2024-11-18 06:23:04,7,12,no
S15350,C2989,desktop,search,2025-01-20 19:55:41,5,14,no
S15351,C3583,mobile,ads,2024-12-10 22:31:23,5,10,no
S15352,C1319,mobile,search,2025-06-27 14:15:33,4,14,no
S15353,C2950,mobile,social,2025-09-26 18:01:11,6,6,no
S15354,C3614,desktop,social,2025-09-06 17:29:56,6,22,yes
S15355,C2400,mobile,direct,2025-09-28 23:15:45,6,5,no
S15356,C3741,tablet,direct,2025-09-07 05:13:53,1,19,no
S15357,C1433,mobile,social,2024-12-04 23:02:14,6,8,yes
S15358,C2317,desktop,ads,2025-08-27 10:27:04,8,22,yes
S15359,C3800,mobile,search,2025-02-24 14:39:50,5,1,no
S15360,C2637,mobile,search,2025-09-23 07:11:25,8,19,yes
S15361,C1819,mobile,search,2025-02-21 06:29:23,8,17,yes
S15362,C1389,desktop,social,2024-11-16 21:42:36,9,26,no
S15363,C1053,tablet,social,2025-01-09 22:13:43,5,9,no
S15364,C3203,desktop,direct,2024-10-23 04:14:09,7,10,no
S15365,C2864,mobile,search,2025-02-23 20:00:11,4,6,no
S15366,C2827,mobile,direct,2025-03-02 00:41:51,1,8,yes
S15367,C2955,mobile,search,2025-04-25 15:10:45,5,14,no
S15368,C3890,desktop,search,2024-11-03 03:15:41,4,12,no
S15369,C1455,tablet,search,2025-05-11 15:43:44,7,28,no
S15370,C3477,tablet,search,2025-01-08 06:35:27,9,25,no
S15371,C1603,mobile,search,2025-06-24 00:12:17,1,6,no
S15372,C1491,mobile,direct,2025-06-23 20:21:28,1,7,no
S15373,C1172,desktop,ads,2025-04-04 07:58:26,4,28,no
S15374,C1657,desktop,search,2025-05-24 18:23:13,4,3,yes
S15375,C3820,mobile,ads,2025-08-03 16:25:36,2,26,yes
S15376,C2892,mobile,social,2024-12-30 18:04:28,7,19,yes
S15377,C3750,mobile,search,2025-07-12 20:58:33,2,27,no
S15378,C2505,mobile,ads,2024-11-28 23:49:58,9,7,yes
S15379,C3594,mobile,direct,2025-02-08 06:33:02,1,22,no
S15380,C3207,mobile,search,2025-02-15 18:55:59,1,25,no
S15381,C2370,mobile,search,2025-02-08 10:46:38,4,2,no
S15382,C2082,mobile,social,2025-09-16 13:21:20,4,19,no
S15383,C1641,mobile,direct,2025-05-10 21:17:37,9,24,no
S15384,C3240,mobile,social,2025-05-12 19:44:14,5,7,yes
S15385,C1774,tablet,ads,2025-06-17 14:19:37,4,6,yes
S15386,C1020,mobile,direct,2025-03-18 18:46:15,2,16,yes
S15387,C3339,desktop,direct,2025-03-19 20:28:41,5,12,yes
S15388,C1808,mobile,social,2025-06-05 18:16:44,3,29,yes
S15389,C2512,desktop,search,2025-06-18 18:47:22,1,20,no
S15390,C2802,desktop,ads,2025-07-26 08:48:00,1,29,no
S15391,C1491,desktop,direct,2025-04-29 13:19:12,4,17,no
S15392,C3977,mobile,social,2024-12-15 23:10:27,6,12,no
S15393,C2003,mobile,search,2025-05-03 00:47:13,9,1,yes
S15394,C1631,mobile,search,2025-09-16 06:05:05,6,24,no
S15395,C2248,mobile,social,2025-07-16 02:57:00,5,29,no
S15396,C2441,mobile,direct,2025-10-19 18:33:44,8,12,no
S15397,C2058,mobile,search,2025-01-15 06:18:34,8,28,yes
S15398,C1180,desktop,social,2025-04-03 07:38:32,5,14,no
S15399,C1593,desktop,social,2025-04-13 09:20:47,7,18,yes
S15400,C3266,mobile,search,2025-10-05 02:23:11,5,1,yes
S15401,C3673,mobile,search,2025-06-25 12:35:32,3,12,yes
S15402,C1658,tablet,social,2025-08-23 08:43:44,7,12,no
S15403,C3786,mobile,social,2025-04-10 07:20:07,3,18,no
S15404,C3173,mobile,direct,2025-07-27 09:15:03,3,10,no
S15405,C3396,desktop,social,2025-02-11 16:11:15,9,27,no
S15406,C1606,mobile,direct,2025-06-27 18:52:26,4,26,yes
S15407,C1630,mobile,social,2025-03-30 12:21:58,6,8,no
S15408,C3166,desktop,search,2024-12-18 03:40:16,7,14,no
S15409,C3918,mobile,social,2025-08-07 01:56:10,5,5,yes
S15410,C2209,mobile,social,2024-10-23 11:39:07,1,12,yes
S15411,C1205,desktop,search,2024-12-10 09:33:17,7,11,no
S15412,C1800,desktop,search,2025-03-12 06:25:51,3,25,yes
S15413,C3252,mobile,social,2025-09-14 13:16:17,3,9,yes
S15414,C2839,mobile,ads,2025-05-09 03:23:50,7,24,no
S15415,C1552,desktop,search,2025-08-03 21:57:25,6,9,no
S15416,C1374,mobile,search,2025-07-21 07:08:08,7,27,no
S15417,C3168,desktop,social,2024-12-25 03:28:59,7,8,yes
S15418,C2911,desktop,social,2025-10-13 00:16:14,2,4,no
S15419,C3759,desktop,direct,2025-03-13 06:06:27,4,2,no
S15420,C1607,desktop,social,2025-02-09 19:52:07,2,8,no
S15421,C3969,mobile,search,2025-01-10 05:44:57,8,26,no
S15422,C1445,mobile,social,2024-11-17 00:58:41,2,27,no
S15423,C3887,mobile,ads,2025-05-13 05:23:29,8,22,no
S15424,C3026,desktop,direct,2025-01-13 20:19:05,2,14,no
S15425,C1405,mobile,direct,2025-08-29 19:03:09,7,18,no
S15426,C1454,mobile,social,2025-09-01 23:19:07,5,12,yes
S15427,C2417,tablet,ads,2024-12-27 03:37:26,3,15,yes
S15428,C1045,desktop,social,2025-07-22 19:18:49,4,26,no
S15429,C1435,mobile,direct,2025-05-20 00:50:55,4,3,yes
S15430,C3047,mobile,search,2025-08-30 16:54:13,1,6,no
S15431,C3341,desktop,social,2025-09-03 01:18:43,9,7,no
S15432,C1533,tablet,search,2024-12-01 03:01:13,3,19,no
S15433,C1242,mobile,direct,2025-08-03 06:05:26,2,7,no
S15434,C2738,desktop,direct,2024-12-11 22:44:13,8,10,no
S15435,C1315,desktop,search,2025-01-02 23:12:00,1,13,no
S15436,C1117,mobile,search,2025-09-10 19:33:49,8,23,no
S15437,C1517,mobile,search,2024-11-14 10:44:17,5,25,no
S15438,C2195,desktop,social,2024-12-09 01:28:52,5,2,no
S15439,C1681,mobile,search,2025-01-06 18:08:43,8,22,yes
S15440,C3598,mobile,direct,2025-06-13 14:03:02,7,29,no
S15441,C1391,mobile,direct,2024-12-15 15:09:38,5,19,yes
S15442,C1378,desktop,direct,2025-09-27 06:03:53,4,1,yes
S15443,C2901,mobile,social,2025-09-12 16:34:03,8,12,yes
S15444,C2787,desktop,direct,2025-06-28 13:32:12,9,4,yes
S15445,C3783,mobile,social,2024-10-23 18:21:10,5,14,no
S15446,C3866,mobile,social,2025-06-21 11:33:55,3,13,yes
S15447,C2654,mobile,search,2025-02-16 09:54:42,6,9,no
S15448,C1454,mobile,search,2025-06-20 09:03:23,4,24,no
S15449,C3007,desktop,direct,2024-11-25 23:27:18,1,4,no
S15450,C3996,desktop,direct,2024-11-12 22:05:52,3,24,no
S15451,C3327,tablet,ads,2025-03-16 11:40:27,2,26,no
S15452,C2154,desktop,ads,2025-08-03 17:44:39,6,24,no
S15453,C1599,mobile,social,2024-10-24 03:57:30,5,12,yes
S15454,C3001,mobile,search,2025-09-29 21:36:51,8,23,no
S15455,C3349,mobile,search,2024-11-24 21:47:39,8,10,no
S15456,C1055,desktop,search,2025-05-10 19:15:28,2,12,no
S15457,C3522,mobile,search,2025-01-24 01:32:37,1,29,no
S15458,C1071,desktop,direct,2025-03-31 07:49:58,2,20,yes
S15459,C2601,mobile,social,2025-01-30 21:58:40,1,14,yes
S15460,C2873,mobile,search,2025-04-29 03:08:45,2,8,no
S15461,C1203,desktop,direct,2024-12-22 05:02:10,6,25,no
S15462,C1488,tablet,direct,2025-01-08 05:20:23,9,9,no
S15463,C3149,mobile,social,2025-07-26 16:19:21,4,19,no
S15464,C3568,tablet,search,2025-05-23 16:17:18,8,17,no
S15465,C3089,desktop,social,2025-04-18 21:31:47,7,21,no
S15466,C1746,tablet,direct,2025-03-04 00:01:18,1,22,no
S15467,C2214,mobile,direct,2024-10-30 10:07:10,2,17,no
S15468,C2484,desktop,social,2025-05-15 19:42:16,7,14,no
S15469,C2951,tablet,social,2024-12-24 02:47:06,8,21,no
S15470,C2643,mobile,social,2025-08-14 20:40:29,9,1,no
S15471,C2601,mobile,social,2025-04-22 04:31:09,5,12,no
S15472,C3546,tablet,social,2025-03-26 22:06:42,4,17,yes
S15473,C3345,desktop,ads,2025-05-10 10:46:57,6,19,no
S15474,C3325,desktop,direct,2025-07-22 06:16:23,4,26,yes
S15475,C1082,desktop,direct,2024-11-23 20:04:39,1,14,no
S15476,C3131,mobile,social,2025-07-06 08:02:16,2,15,no
S15477,C2449,mobile,ads,2025-04-16 02:48:23,1,19,no
S15478,C1500,mobile,direct,2024-12-28 17:32:01,9,25,yes
S15479,C2679,desktop,direct,2025-08-22 14:58:33,9,20,no
S15480,C2926,desktop,social,2024-12-30 04:14:39,1,10,yes
S15481,C3031,desktop,social,2025-10-05 11:32:51,1,28,no
S15482,C2690,mobile,search,2025-03-05 23:22:35,8,11,yes
S15483,C1180,desktop,search,2025-04-25 10:59:18,2,4,no
S15484,C3930,tablet,search,2025-04-19 07:33:09,8,13,yes
S15485,C2713,mobile,search,2025-02-22 14:51:02,6,28,yes
S15486,C3070,mobile,ads,2025-01-30 02:52:24,7,6,no
S15487,C3752,desktop,social,2025-08-07 01:15:03,3,26,yes
S15488,C2822,desktop,direct,2025-03-11 01:28:27,2,20,no
S15489,C2622,desktop,search,2025-05-27 06:55:37,6,23,yes
S15490,C3223,mobile,direct,2025-06-21 19:13:56,5,19,yes
S15491,C1687,mobile,search,2025-02-01 04:10:35,6,8,no
S15492,C3496,mobile,social,2025-04-26 21:58:34,7,1,no
S15493,C2335,mobile,search,2024-12-12 16:49:38,3,28,no
S15494,C3408,mobile,social,2025-03-17 04:00:57,6,20,no
S15495,C3255,mobile,search,2024-12-20 02:44:34,1,13,yes
S15496,C3267,mobile,direct,2025-09-21 01:37:15,3,3,no
S15497,C1007,desktop,social,2025-05-30 20:28:03,4,29,no
S15498,C1426,desktop,direct,2024-11-02 17:03:02,4,25,yes
S15499,C2101,tablet,social,2025-02-24 09:35:22,3,12,yes
S15500,C3173,desktop,direct,2024-12-15 08:00:47,8,5,no
S15501,C2771,desktop,search,2025-06-18 06:11:59,1,23,yes
S15502,C2362,mobile,social,2024-11-25 01:21:53,6,29,yes
S15503,C2088,tablet,search,2025-05-07 10:31:05,2,2,yes
S15504,C2387,mobile,search,2025-09-03 04:13:11,5,16,no
S15505,C2730,desktop,social,2025-08-18 04:40:28,3,3,no
S15506,C2601,mobile,search,2025-09-18 00:22:25,6,3,yes
S15507,C3269,mobile,search,2025-07-08 03:09:50,7,17,yes
S15508,C2818,mobile,direct,2025-08-05 03:20:39,9,29,no
S15509,C1899,mobile,social,2025-04-15 03:55:54,7,10,no
S15510,C3144,mobile,social,2025-03-18 12:40:04,4,7,no
S15511,C1400,mobile,search,2025-10-05 09:40:54,7,9,no
S15512,C1156,desktop,search,2025-07-03 10:19:28,8,8,yes
S15513,C3625,mobile,social,2025-05-24 02:06:37,3,2,yes
S15514,C2144,mobile,social,2025-01-22 15:26:03,4,18,yes
S15515,C3984,desktop,social,2025-07-31 08:16:46,1,29,no
S15516,C3944,desktop,search,2024-11-29 17:21:39,4,18,yes
S15517,C1263,mobile,search,2025-03-22 10:38:46,5,13,no
S15518,C2521,desktop,direct,2024-11-10 15:13:02,8,27,no
S15519,C2166,mobile,direct,2025-05-22 08:51:36,4,22,no
S15520,C2798,tablet,social,2025-09-23 12:16:21,8,13,no
S15521,C1953,desktop,ads,2024-12-30 13:26:47,7,25,no
S15522,C3943,desktop,social,2025-07-26 23:15:43,8,16,yes
